XA1, XA2, YA1, YA2, UTFA, FILENAME, XB1, XB2, YB1, YB2, IoU, 
293, 378, 41, 136, 79cb, navis-Ming-Qing_18637_0026-line-002-y1=147-y2=315.xml, 295, 375, 42, 133, 0.901547987616, 
280, 373, 29, 122, 9577, navis-Ming-Qing_18637_0026-line-004-y1=461-y2=622.xml, 282, 374, 30, 130, 0.883401920439, 
476, 558, 35, 126, 4e0d, navis-Ming-Qing_18637_0026-line-006-y1=769-y2=936.xml, 476, 555, 36, 123, 0.92106673814, 
1938, 2024, 61, 150, 5341, navis-Ming-Qing_18637_0026-line-006-y1=769-y2=936.xml, 1941, 2021, 62, 149, 0.909328455709, 
660, 749, 27, 125, 5e72, navis-Ming-Qing_18637_0026-line-007-y1=927-y2=1069.xml, 664, 745, 28, 125, 0.900825498739, 
964, 1044, 38, 125, 6b64, navis-Ming-Qing_18637_0026-line-007-y1=927-y2=1069.xml, 967, 1041, 39, 133, 0.842690677966, 
72, 160, 42, 144, 751f, navis-Ming-Qing_18637_0027-line-005-y1=636-y2=800.xml, 74, 158, 43, 141, 0.917112299465, 
163, 264, 41, 147, 8a69, navis-Ming-Qing_18637_0027-line-005-y1=636-y2=800.xml, 166, 260, 41, 145, 0.913132822716, 
363, 464, 45, 141, 82b3, navis-Ming-Qing_18637_0027-line-007-y1=938-y2=1096.xml, 366, 461, 46, 143, 0.912907141412, 
1420, 1510, 35, 131, 5ead, navis-Ming-Qing_18637_0028-line-007-y1=929-y2=1077.xml, 1422, 1516, 36, 140, 0.831344470963, 
327, 424, 34, 116, 4e2d, navis-Ming-Qing_18637_0028-line-007-y1=929-y2=1077.xml, 329, 420, 35, 113, 0.892381191853, 
1918, 2009, 44, 126, 5929, navis-Ming-Qing_18637_0029-line-008-y1=1236-y2=1379.xml, 1921, 2006, 45, 136, 0.828320500481, 
642, 731, 30, 126, 4eba, navis-Ming-Qing_18637_0030-line-002-y1=161-y2=322.xml, 644, 735, 31, 129, 0.898662607372, 
1134, 1221, 41, 137, 4e0d, navis-Ming-Qing_18637_0030-line-005-y1=620-y2=780.xml, 1136, 1218, 42, 134, 0.903256704981, 
212, 306, 27, 106, 4e2d, navis-Ming-Qing_18637_0030-line-006-y1=771-y2=926.xml, 215, 302, 28, 103, 0.878669539456, 
213, 305, 31, 111, 4e2d, navis-Ming-Qing_18637_0030-line-007-y1=917-y2=1076.xml, 216, 302, 32, 108, 0.888043478261, 
1722, 1802, 75, 171, 77f3, navis-Ming-Qing_18637_0031-line-001-y1=0-y2=196.xml, 1720, 1799, 76, 168, 0.900813835198, 
1923, 2022, 43, 139, 592B, navis-Ming-Qing_18637_0032-line-004-y1=616-y2=772.xml, 1926, 2018, 44, 147, 0.853515625, 
422, 510, 42, 106, 65e5, navis-Ming-Qing_18637_0032-line-004-y1=616-y2=772.xml, 425, 506, 43, 103, 0.862926136364, 
56, 114, 28, 120, 5341, navis-Ming-Qing_18637_0032-line-004-y1=616-y2=772.xml, 58, 110, 29, 117, 0.857571214393, 
217, 300, 36, 136, 4eba, navis-Ming-Qing_18637_0032-line-005-y1=763-y2=918.xml, 219, 303, 37, 134, 0.914561750669, 
1423, 1510, 19, 136, 4e0d, navis-Ming-Qing_18637_0032-line-006-y1=909-y2=1062.xml, 1425, 1507, 54, 145, 0.615920124576, 
1214, 1293, 17, 117, 672a, navis-Ming-Qing_18637_0033-line-002-y1=155-y2=309.xml, 1217, 1301, 14, 126, 0.782859497322, 
1630, 1701, 22, 94, 65e5, navis-Ming-Qing_18637_0033-line-005-y1=612-y2=765.xml, 1632, 1713, 19, 103, 0.715025906736, 
824, 918, 34, 130, 5341, navis-Ming-Qing_18637_0033-line-005-y1=612-y2=765.xml, 826, 915, 35, 127, 0.907358156028, 
1031, 1127, 27, 117, 4f55, navis-Ming-Qing_18637_0033-line-005-y1=612-y2=765.xml, 1033, 1124, 28, 114, 0.905787037037, 
1133, 1217, 37, 133, 592B, navis-Ming-Qing_18637_0033-line-006-y1=756-y2=909.xml, 1136, 1221, 38, 134, 0.902215969047, 
941, 1019, 40, 127, 5929, navis-Ming-Qing_18637_0034-line-003-y1=319-y2=477.xml, 943, 1019, 41, 124, 0.929560860595, 
1431, 1521, 47, 218, 76f8, navis-Ming-Qing_18637_0034-line-004-y1=468-y2=997.xml, 1363, 1517, 36, 176, 0.429068688119, 
647, 736, 17, 81, 65e5, navis-Ming-Qing_18637_0036-line-002-y1=82-y2=212.xml, 649, 733, 16, 78, 0.886505190311, 
942, 1029, 36, 136, 4E0A, navis-Ming-Qing_18637_0036-line-003-y1=203-y2=368.xml, 945, 1027, 37, 133, 0.904827586207, 
342, 439, 25, 131, 6240, navis-Ming-Qing_18637_0036-line-004-y1=359-y2=520.xml, 344, 436, 26, 128, 0.912662906049, 
1822, 1916, 41, 143, 5176, navis-Ming-Qing_18637_0036-line-004-y1=359-y2=520.xml, 1824, 1915, 42, 140, 0.930120984564, 
936, 1028, 35, 130, 5341, navis-Ming-Qing_18637_0036-line-004-y1=359-y2=520.xml, 938, 1025, 36, 127, 0.905835240275, 
2022, 2119, 17, 139, 592B, navis-Ming-Qing_18637_0036-line-005-y1=511-y2=667.xml, 2024, 2132, 2, 153, 0.700217496375, 
632, 728, 29, 131, 4e4b, navis-Ming-Qing_18637_0036-line-005-y1=511-y2=667.xml, 634, 725, 30, 128, 0.910743464052, 
1816, 1904, 39, 134, 4eba, navis-Ming-Qing_18637_0036-line-008-y1=966-y2=1117.xml, 1818, 1904, 40, 142, 0.893457117595, 
339, 421, 40, 134, 5929, navis-Ming-Qing_18637_0036-line-010-y1=1254-y2=1405.xml, 341, 419, 41, 136, 0.922431332655, 
528, 623, 53, 141, 4e4b, navis-Ming-Qing_18637_0037-line-003-y1=342-y2=500.xml, 516, 619, 20, 147, 0.596143824909, 
1226, 1320, 35, 121, 9593, navis-Ming-Qing_18637_0037-line-004-y1=491-y2=648.xml, 1226, 1317, 36, 118, 0.923057892133, 
538, 632, 48, 140, 6240, navis-Ming-Qing_18637_0037-line-004-y1=491-y2=648.xml, 540, 633, 49, 145, 0.909604519774, 
1435, 1525, 19, 121, 8db3, navis-Ming-Qing_18637_0037-line-006-y1=793-y2=952.xml, 1438, 1525, 20, 148, 0.76216497528, 
1842, 1929, 17, 111, 800c, navis-Ming-Qing_18637_0037-line-007-y1=943-y2=1103.xml, 1836, 1926, 15, 108, 0.858490566038, 
607, 681, 20, 109, 98a8, navis-Ming-Qing_18641_0004-line-002-y1=235-y2=361.xml, 610, 691, 20, 116, 0.785652119856, 
1039, 1104, 116, 193, 4E16, navis-Ming-Qing_18641_0004-line-004-y1=553-y2=763.xml, 1041, 1101, 117, 201, 0.831358249772, 
1309, 1374, 107, 191, 5929, navis-Ming-Qing_18641_0004-line-004-y1=553-y2=763.xml, 1311, 1378, 108, 188, 0.871972318339, 
2273, 2330, 44, 115, 4E0A, navis-Ming-Qing_18641_0004-line-008-y1=1028-y2=1165.xml, 2276, 2328, 45, 112, 0.860884605881, 
681, 766, 29, 97, 9ad9, navis-Ming-Qing_18641_0004-line-009-y1=1162-y2=1286.xml, 690, 769, 30, 94, 0.81446751507, 
583, 658, 79, 175, 7121, navis-Ming-Qing_18641_0005-line-002-y1=146-y2=338.xml, 585, 655, 80, 176, 0.914718019257, 
2254, 2319, 107, 186, 7121, navis-Ming-Qing_18641_0005-line-004-y1=531-y2=734.xml, 2256, 2321, 108, 198, 0.809421841542, 
743, 797, 17, 99, 5929, navis-Ming-Qing_18641_0005-line-007-y1=993-y2=1140.xml, 745, 800, 16, 96, 0.870338983051, 
688, 756, 23, 100, 751f, navis-Ming-Qing_18641_0006-line-006-y1=620-y2=746.xml, 690, 753, 24, 97, 0.878342245989, 
603, 670, 33, 113, 751f, navis-Ming-Qing_18641_0006-line-009-y1=1008-y2=1320.xml, 605, 669, 34, 110, 0.907462686567, 
2172, 2243, 25, 138, 7121, navis-Ming-Qing_18641_0006-line-009-y1=1008-y2=1320.xml, 2174, 2245, 26, 135, 0.912631962141, 
844, 911, 17, 91, 98a8, navis-Ming-Qing_18641_0007-line-003-y1=215-y2=346.xml, 846, 915, 14, 99, 0.799933477465, 
756, 819, 33, 99, 4e0d, navis-Ming-Qing_18641_0007-line-004-y1=343-y2=469.xml, 759, 816, 34, 96, 0.849927849928, 
1187, 1256, 53, 100, 6708, navis-Ming-Qing_18641_0007-line-006-y1=597-y2=740.xml, 1189, 1253, 54, 97, 0.848596978107, 
1092, 1147, 23, 115, 5929, navis-Ming-Qing_18641_0007-line-010-y1=1126-y2=1317.xml, 1094, 1151, 24, 120, 0.844806445963, 
920, 987, 83, 160, 53e5, navis-Ming-Qing_18641_0008-line-001-y1=7-y2=207.xml, 922, 984, 84, 157, 0.877301802675, 
1099, 1171, 39, 118, 541B, navis-Ming-Qing_18641_0008-line-003-y1=333-y2=530.xml, 1101, 1176, 40, 122, 0.856067732832, 
1364, 1425, 112, 183, 4e0d, navis-Ming-Qing_18641_0008-line-004-y1=527-y2=727.xml, 1366, 1421, 113, 184, 0.877792977656, 
2589, 2659, 86, 181, 98a8, navis-Ming-Qing_18641_0008-line-004-y1=527-y2=727.xml, 2591, 2656, 87, 178, 0.889473684211, 
2503, 2553, 46, 112, 7530, navis-Ming-Qing_18641_0009-line-003-y1=242-y2=371.xml, 2505, 2550, 47, 109, 0.845454545455, 
1692, 1772, 51, 106, 591a, navis-Ming-Qing_18641_0009-line-003-y1=242-y2=371.xml, 1694, 1770, 52, 103, 0.880909090909, 
1257, 1323, 24, 112, 6c34, navis-Ming-Qing_18641_0009-line-003-y1=242-y2=371.xml, 1259, 1320, 25, 113, 0.904242630772, 
2042, 2114, 28, 105, 5927, navis-Ming-Qing_18641_0009-line-004-y1=368-y2=490.xml, 2044, 2111, 29, 116, 0.810698933291, 
1617, 1667, 45, 111, 4E0A, navis-Ming-Qing_18641_0009-line-007-y1=742-y2=879.xml, 1619, 1664, 46, 108, 0.845454545455, 
1252, 1321, 19, 103, 53CB, navis-Ming-Qing_18641_0009-line-007-y1=742-y2=879.xml, 1254, 1321, 20, 100, 0.924775707384, 
2141, 2213, 33, 94, 53ef, navis-Ming-Qing_18641_0009-line-008-y1=876-y2=1002.xml, 2143, 2210, 34, 105, 0.78377851433, 
879, 950, 84, 176, 98a8, navis-Ming-Qing_18641_0010-line-001-y1=7-y2=275.xml, 881, 955, 83, 173, 0.870940292157, 
1044, 1127, 102, 188, 8a69, navis-Ming-Qing_18641_0010-line-002-y1=272-y2=477.xml, 1046, 1125, 103, 188, 0.940739702998, 
2177, 2254, 35, 118, 541B, navis-Ming-Qing_18641_0010-line-003-y1=474-y2=609.xml, 2179, 2251, 36, 117, 0.912533249883, 
869, 921, 171, 252, 4E09, navis-Ming-Qing_18641_0010-line-006-y1=997-y2=1321.xml, 872, 918, 172, 249, 0.840930674264, 
1277, 1347, 84, 182, 5929, navis-Ming-Qing_18641_0011-line-004-y1=416-y2=625.xml, 1280, 1353, 83, 188, 0.824978012313, 
1730, 1783, 93, 187, 5929, navis-Ming-Qing_18641_0011-line-004-y1=416-y2=625.xml, 1732, 1783, 94, 184, 0.921316740265, 
2262, 2323, 111, 191, 5341, navis-Ming-Qing_18641_0011-line-004-y1=416-y2=625.xml, 2264, 2319, 112, 188, 0.856557377049, 
1369, 1436, 96, 166, 4E16, navis-Ming-Qing_18641_0011-line-006-y1=818-y2=1335.xml, 1371, 1433, 97, 191, 0.685576923077, 
650, 701, 46, 115, 4E0A, navis-Ming-Qing_18641_0012-line-006-y1=975-y2=1179.xml, 652, 698, 47, 112, 0.849673202614, 
1847, 1932, 180, 232, 6708, navis-Ming-Qing_18641_0013-line-003-y1=375-y2=627.xml, 1849, 1929, 181, 229, 0.868778280543, 
1236, 1304, 149, 235, 7121, navis-Ming-Qing_18641_0013-line-003-y1=375-y2=627.xml, 1238, 1306, 150, 249, 0.80487804878, 
722, 769, 25, 126, 5973, navis-Ming-Qing_18641_0013-line-004-y1=624-y2=822.xml, 724, 767, 26, 123, 0.878660206446, 
1144, 1216, 30, 105, 541B, navis-Ming-Qing_18641_0013-line-006-y1=1019-y2=1328.xml, 1146, 1214, 31, 103, 0.906666666667, 
2102, 2179, 41, 112, 53ef, navis-Ming-Qing_18641_0014-line-002-y1=183-y2=312.xml, 2105, 2176, 42, 119, 0.833333333333, 
709, 776, 24, 132, 7121, navis-Ming-Qing_18641_0014-line-003-y1=309-y2=514.xml, 712, 775, 25, 129, 0.905472636816, 
869, 934, 44, 106, 51fa, navis-Ming-Qing_18641_0014-line-006-y1=854-y2=1060.xml, 872, 933, 45, 103, 0.877915632754, 
707, 766, 44, 112, 4e0d, navis-Ming-Qing_18641_0014-line-006-y1=854-y2=1060.xml, 709, 763, 45, 109, 0.861415752742, 
1716, 1804, 41, 104, 4e2d, navis-Ming-Qing_18641_0015-line-005-y1=621-y2=746.xml, 1718, 1801, 42, 101, 0.883297258297, 
2252, 2305, 112, 192, 4E0A, navis-Ming-Qing_18641_0015-line-007-y1=943-y2=1152.xml, 2255, 2304, 113, 196, 0.872633002705, 
973, 1039, 94, 184, 5927, navis-Ming-Qing_18641_0016-line-002-y1=257-y2=464.xml, 975, 1041, 95, 181, 0.900523560209, 
1155, 1215, 87, 185, 5929, navis-Ming-Qing_18641_0016-line-002-y1=257-y2=464.xml, 1157, 1219, 88, 182, 0.871483375959, 
2128, 2201, 40, 108, 53ef, navis-Ming-Qing_18641_0016-line-003-y1=461-y2=586.xml, 2131, 2198, 41, 115, 0.826247009019, 
1946, 2011, 104, 189, 591c, navis-Ming-Qing_18641_0016-line-005-y1=781-y2=987.xml, 1957, 2011, 105, 203, 0.722177997134, 
624, 705, 98, 189, 6642, navis-Ming-Qing_18641_0016-line-005-y1=781-y2=987.xml, 626, 707, 99, 187, 0.921160726116, 
706, 790, 106, 185, 6642, navis-Ming-Qing_18641_0016-line-005-y1=781-y2=987.xml, 709, 786, 107, 182, 0.870253164557, 
1850, 1934, 27, 98, 8a69, navis-Ming-Qing_18641_0016-line-006-y1=984-y2=1113.xml, 1853, 1931, 28, 117, 0.733279613215, 
1399, 1466, 28, 112, 7121, navis-Ming-Qing_18641_0016-line-006-y1=984-y2=1113.xml, 1401, 1473, 28, 124, 0.771186440678, 
692, 751, 38, 105, 4E0A, navis-Ming-Qing_18641_0017-line-003-y1=381-y2=512.xml, 694, 748, 39, 102, 0.860612193271, 
1664, 1728, 97, 168, 4e0d, navis-Ming-Qing_18641_0017-line-005-y1=707-y2=905.xml, 1666, 1725, 98, 165, 0.869938380282, 
726, 797, 33, 112, 4e91, navis-Ming-Qing_18641_0018-line-001-y1=49-y2=178.xml, 729, 794, 34, 109, 0.869138883937, 
2463, 2534, 34, 120, 7121, navis-Ming-Qing_18641_0018-line-002-y1=175-y2=312.xml, 2466, 2534, 35, 119, 0.935473304946, 
1929, 1993, 101, 183, 751f, navis-Ming-Qing_18641_0018-line-004-y1=507-y2=707.xml, 1932, 1995, 102, 191, 0.835475143727, 
976, 1039, 43, 106, 4e0d, navis-Ming-Qing_18641_0018-line-006-y1=844-y2=967.xml, 979, 1036, 44, 108, 0.865540044085, 
1496, 1572, 48, 125, 5b50, navis-Ming-Qing_18641_0018-line-008-y1=1090-y2=1243.xml, 1499, 1569, 49, 122, 0.873205741627, 
717, 785, 58, 133, 5341, navis-Ming-Qing_18641_0018-line-008-y1=1090-y2=1243.xml, 719, 782, 59, 131, 0.889411764706, 
2354, 2425, 43, 115, 4e91, navis-Ming-Qing_18641_0019-line-002-y1=94-y2=230.xml, 2357, 2422, 44, 112, 0.864632237872, 
2533, 2617, 40, 115, 6642, navis-Ming-Qing_18641_0019-line-002-y1=94-y2=230.xml, 2535, 2614, 41, 112, 0.890317460317, 
1045, 1116, 29, 119, 7121, navis-Ming-Qing_18641_0019-line-002-y1=94-y2=230.xml, 1048, 1113, 30, 130, 0.814215341309, 
784, 849, 46, 112, 4e0d, navis-Ming-Qing_18641_0019-line-005-y1=632-y2=774.xml, 786, 846, 47, 109, 0.867132867133, 
878, 945, 38, 113, 5b50, navis-Ming-Qing_18641_0019-line-006-y1=771-y2=904.xml, 881, 942, 39, 110, 0.861890547264, 
2185, 2257, 22, 105, 751f, navis-Ming-Qing_18641_0020-line-002-y1=210-y2=340.xml, 2188, 2255, 23, 102, 0.885709504685, 
2543, 2617, 31, 105, 751f, navis-Ming-Qing_18641_0020-line-005-y1=599-y2=721.xml, 2546, 2617, 32, 116, 0.828352245485, 
1667, 1747, 97, 170, 4e0d, navis-Ming-Qing_18641_0020-line-008-y1=927-y2=1116.xml, 1670, 1744, 98, 169, 0.899657534247, 
1033, 1100, 41, 131, 5341, navis-Ming-Qing_18641_0021-line-002-y1=113-y2=270.xml, 1035, 1096, 42, 128, 0.869983416252, 
749, 839, 26, 121, 5176, navis-Ming-Qing_18641_0021-line-005-y1=514-y2=652.xml, 751, 835, 27, 125, 0.888588791357, 
819, 874, 35, 115, 4E0A, navis-Ming-Qing_18641_0022-line-002-y1=298-y2=501.xml, 821, 872, 36, 112, 0.880909090909, 
1510, 1574, 103, 183, 751f, navis-Ming-Qing_18641_0022-line-003-y1=498-y2=763.xml, 1513, 1574, 104, 180, 0.90546875, 
901, 967, 40, 118, 751f, navis-Ming-Qing_18641_0022-line-005-y1=955-y2=1090.xml, 903, 965, 41, 116, 0.903263403263, 
821, 882, 20, 118, 5929, navis-Ming-Qing_18641_0022-line-005-y1=955-y2=1090.xml, 824, 883, 21, 115, 0.897891963109, 
1433, 1502, 30, 118, 7121, navis-Ming-Qing_18641_0022-line-005-y1=955-y2=1090.xml, 1435, 1502, 31, 128, 0.864580243251, 
1087, 1139, 44, 118, 5973, navis-Ming-Qing_18641_0022-line-005-y1=955-y2=1090.xml, 1090, 1135, 45, 132, 0.73358642251, 
725, 802, 47, 124, 4e91, navis-Ming-Qing_18641_0022-line-006-y1=1087-y2=1228.xml, 728, 802, 48, 121, 0.911114859167, 
1092, 1147, 45, 118, 4e0d, navis-Ming-Qing_18641_0022-line-006-y1=1087-y2=1228.xml, 1094, 1143, 46, 115, 0.842092154421, 
1961, 2029, 25, 96, 98a8, navis-Ming-Qing_18641_0022-line-006-y1=1087-y2=1228.xml, 1964, 2026, 26, 108, 0.778894472362, 
2568, 2635, 32, 124, 7121, navis-Ming-Qing_18641_0022-line-006-y1=1087-y2=1228.xml, 2570, 2633, 33, 128, 0.893547381546, 
847, 907, 45, 120, 4e0d, navis-Ming-Qing_18641_0023-line-002-y1=104-y2=316.xml, 850, 904, 46, 117, 0.852, 
1446, 1515, 44, 109, 751f, navis-Ming-Qing_18641_0023-line-004-y1=512-y2=638.xml, 1449, 1514, 45, 123, 0.771084337349, 
751, 814, 32, 107, 4e0d, navis-Ming-Qing_18641_0023-line-004-y1=512-y2=638.xml, 753, 811, 33, 104, 0.871534391534, 
2329, 2412, 22, 111, 8272, navis-Ming-Qing_18641_0023-line-009-y1=1175-y2=1372.xml, 2331, 2409, 23, 108, 0.89752267497, 
1727, 1804, 96, 179, 82b1, navis-Ming-Qing_18641_0024-line-007-y1=793-y2=989.xml, 1729, 1802, 96, 181, 0.926877772679, 
2265, 2342, 31, 112, 5149, navis-Ming-Qing_18641_0024-line-008-y1=986-y2=1115.xml, 2267, 2339, 32, 109, 0.888888888889, 
1365, 1434, 105, 196, 98a8, navis-Ming-Qing_18641_0025-line-002-y1=177-y2=455.xml, 1367, 1435, 106, 193, 0.915645617342, 
824, 902, 96, 160, 4e2d, navis-Ming-Qing_18641_0025-line-003-y1=452-y2=649.xml, 826, 898, 97, 157, 0.865384615385, 
1534, 1599, 37, 115, 4e0d, navis-Ming-Qing_18641_0025-line-004-y1=646-y2=783.xml, 1536, 1596, 38, 114, 0.899408284024, 
2142, 2238, 51, 132, 83ef, navis-Ming-Qing_18641_0025-line-008-y1=1169-y2=1338.xml, 2145, 2234, 52, 129, 0.881301440329, 
2057, 2136, 31, 132, 98a8, navis-Ming-Qing_18641_0025-line-008-y1=1169-y2=1338.xml, 2060, 2133, 32, 129, 0.887454568242, 
1051, 1137, 45, 96, 5DFE, navis-Ming-Qing_18641_0026-line-005-y1=572-y2=705.xml, 1054, 1133, 46, 93, 0.846557227542, 
703, 757, 34, 108, 4E0A, navis-Ming-Qing_18641_0026-line-008-y1=977-y2=1106.xml, 705, 754, 35, 105, 0.858358358358, 
1209, 1275, 51, 142, 4E16, navis-Ming-Qing_18641_0027-line-002-y1=106-y2=265.xml, 1211, 1272, 52, 143, 0.904895335421, 
949, 1008, 21, 110, 53c8, navis-Ming-Qing_18641_0027-line-003-y1=262-y2=411.xml, 951, 1006, 22, 108, 0.900780803656, 
1131, 1178, 25, 91, 4E0A, navis-Ming-Qing_18641_0027-line-004-y1=408-y2=530.xml, 1133, 1174, 26, 88, 0.819471308833, 
1567, 1637, 37, 102, 5b50, navis-Ming-Qing_18641_0027-line-004-y1=408-y2=530.xml, 1569, 1634, 38, 99, 0.871428571429, 
1444, 1532, 33, 116, 751f, navis-Ming-Qing_18641_0027-line-007-y1=797-y2=941.xml, 1446, 1529, 34, 113, 0.897727272727, 
2071, 2159, 51, 112, 9ad9, navis-Ming-Qing_18641_0027-line-007-y1=797-y2=941.xml, 2079, 2156, 52, 109, 0.81762295082, 
839, 894, 33, 106, 4E16, navis-Ming-Qing_18641_0027-line-010-y1=1184-y2=1307.xml, 841, 891, 34, 115, 0.806270996641, 
1306, 1380, 36, 109, 541B, navis-Ming-Qing_18641_0028-line-001-y1=62-y2=196.xml, 1308, 1376, 37, 106, 0.868567197334, 
2002, 2083, 30, 117, 7121, navis-Ming-Qing_18641_0028-line-001-y1=62-y2=196.xml, 2004, 2080, 31, 130, 0.813441194773, 
704, 759, 17, 97, 53c8, navis-Ming-Qing_18641_0028-line-002-y1=193-y2=324.xml, 706, 759, 16, 94, 0.916460812935, 
1395, 1465, 42, 111, 5b50, navis-Ming-Qing_18641_0028-line-002-y1=193-y2=324.xml, 1397, 1462, 43, 108, 0.874741200828, 
1666, 1732, 21, 92, 98a8, navis-Ming-Qing_18641_0028-line-002-y1=193-y2=324.xml, 1668, 1731, 22, 110, 0.757731958763, 
1662, 1726, 40, 111, 7121, navis-Ming-Qing_18641_0028-line-005-y1=574-y2=716.xml, 1664, 1727, 41, 108, 0.900889178052, 
2612, 2673, 64, 126, 4E16, navis-Ming-Qing_18641_0029-line-002-y1=107-y2=250.xml, 2615, 2670, 65, 134, 0.794647086689, 
1284, 1335, 37, 128, 4E0A, navis-Ming-Qing_18641_0029-line-005-y1=507-y2=652.xml, 1286, 1336, 38, 128, 0.932149651237, 
1185, 1249, 41, 120, 4E16, navis-Ming-Qing_18641_0029-line-005-y1=507-y2=652.xml, 1187, 1246, 42, 117, 0.87519778481, 
1703, 1784, 42, 115, 751f, navis-Ming-Qing_18641_0029-line-006-y1=649-y2=781.xml, 1706, 1783, 43, 114, 0.924572974801, 
1095, 1153, 37, 119, 5973, navis-Ming-Qing_18641_0029-line-008-y1=914-y2=1050.xml, 1098, 1150, 38, 132, 0.775405007364, 
1816, 1874, 26, 96, 53c8, navis-Ming-Qing_18641_0029-line-009-y1=1047-y2=1180.xml, 1818, 1872, 27, 93, 0.877832512315, 
1268, 1339, 35, 116, 751f, navis-Ming-Qing_18641_0029-line-009-y1=1047-y2=1180.xml, 1270, 1338, 36, 114, 0.922274387063, 
1590, 1656, 36, 115, 4e0d, navis-Ming-Qing_18641_0030-line-003-y1=333-y2=465.xml, 1592, 1652, 37, 115, 0.897583429229, 
2123, 2170, 48, 115, 5973, navis-Ming-Qing_18641_0030-line-003-y1=333-y2=465.xml, 2125, 2172, 49, 129, 0.753998476771, 
2529, 2608, 48, 122, 751f, navis-Ming-Qing_18641_0031-line-003-y1=273-y2=412.xml, 2532, 2606, 49, 120, 0.898734177215, 
1482, 1537, 33, 118, 5973, navis-Ming-Qing_18641_0031-line-004-y1=409-y2=544.xml, 1485, 1537, 34, 132, 0.808439755691, 
1836, 1914, 17, 94, 672c, navis-Ming-Qing_18641_0032-line-005-y1=549-y2=680.xml, 1838, 1910, 12, 104, 0.782387806943, 
1834, 1900, 78, 137, 4e0d, navis-Ming-Qing_18641_0033-line-002-y1=141-y2=295.xml, 1837, 1897, 79, 151, 0.735107731305, 
962, 1013, 44, 137, 5973, navis-Ming-Qing_18641_0033-line-002-y1=141-y2=295.xml, 964, 1014, 45, 141, 0.895332671301, 
1205, 1270, 56, 123, 751f, navis-Ming-Qing_18641_0033-line-004-y1=413-y2=562.xml, 1207, 1271, 57, 120, 0.898370303305, 
768, 829, 17, 97, 77f3, navis-Ming-Qing_18641_0033-line-006-y1=697-y2=818.xml, 770, 826, 17, 94, 0.883606557377, 
1009, 1066, 18, 97, 58EB, navis-Ming-Qing_18641_0033-line-009-y1=1218-y2=1361.xml, 1011, 1062, 19, 94, 0.849433710859, 
1052, 1117, 17, 105, 5927, navis-Ming-Qing_18641_0034-line-003-y1=170-y2=298.xml, 1055, 1118, 8, 102, 0.827055869429, 
1141, 1191, 25, 114, 5973, navis-Ming-Qing_18641_0034-line-005-y1=427-y2=558.xml, 1143, 1188, 26, 122, 0.823284823285, 
1478, 1544, 51, 120, 751f, navis-Ming-Qing_18641_0034-line-008-y1=823-y2=960.xml, 1480, 1543, 52, 117, 0.899209486166, 
2534, 2608, 42, 120, 751f, navis-Ming-Qing_18641_0034-line-008-y1=823-y2=960.xml, 2537, 2610, 43, 127, 0.84930868417, 
961, 1020, 63, 102, 65e5, navis-Ming-Qing_18641_0034-line-008-y1=823-y2=960.xml, 963, 1016, 64, 99, 0.8061712299, 
1585, 1662, 18, 88, 8272, navis-Ming-Qing_18641_0034-line-009-y1=957-y2=1086.xml, 1588, 1659, 19, 85, 0.869387755102, 
2230, 2306, 59, 123, 541B, navis-Ming-Qing_18641_0035-line-002-y1=287-y2=427.xml, 2232, 2303, 60, 126, 0.881032105574, 
1530, 1582, 36, 106, 5973, navis-Ming-Qing_18641_0035-line-003-y1=424-y2=547.xml, 1533, 1579, 37, 120, 0.740896358543, 
2232, 2311, 57, 125, 541B, navis-Ming-Qing_18641_0035-line-005-y1=681-y2=823.xml, 2235, 2307, 58, 125, 0.897989575577, 
1781, 1859, 58, 123, 5b50, navis-Ming-Qing_18641_0035-line-005-y1=681-y2=823.xml, 1784, 1856, 59, 120, 0.866272189349, 
1604, 1680, 22, 88, 8272, navis-Ming-Qing_18641_0035-line-006-y1=820-y2=946.xml, 1606, 1678, 23, 112, 0.693950177936, 
1521, 1578, 27, 124, 5973, navis-Ming-Qing_18641_0035-line-009-y1=1219-y2=1395.xml, 1523, 1575, 28, 121, 0.874660879002, 
2005, 2063, 34, 116, 4E16, navis-Ming-Qing_18641_0036-line-008-y1=817-y2=950.xml, 2007, 2060, 35, 117, 0.892701185278, 
863, 941, 54, 103, 6708, navis-Ming-Qing_18641_0036-line-008-y1=817-y2=950.xml, 866, 937, 55, 100, 0.835949764521, 
1654, 1727, 34, 116, 4e0d, navis-Ming-Qing_18641_0036-line-008-y1=817-y2=950.xml, 1657, 1724, 35, 116, 0.906615436017, 
2181, 2258, 26, 116, 7121, navis-Ming-Qing_18641_0036-line-008-y1=817-y2=950.xml, 2184, 2255, 27, 130, 0.797450782433, 
2350, 2435, 210, 263, 6642, navis-Ming-Qing_18641_0037-line-001-y1=7-y2=366.xml, 2352, 2432, 207, 286, 0.643887623386, 
2258, 2336, 44, 112, 5b50, navis-Ming-Qing_18641_0037-line-007-y1=1087-y2=1216.xml, 2260, 2332, 45, 115, 0.873913043478, 
691, 772, 158, 251, 672c, navis-Ming-Qing_18641_0038-line-001-y1=10-y2=281.xml, 693, 768, 159, 246, 0.866188769415, 
